day,subscribersGained,subscribersLost,views
2022-02-21,1,0,118
2022-02-20,0,0,110
2022-02-19,1,0,70
2022-02-18,0,0,98
2022-02-17,0,0,143
2022-02-16,0,0,118
2022-02-15,0,0,106
2022-02-14,1,0,118
2022-02-13,0,0,114
2022-02-12,1,0,76
2022-02-11,1,1,63
2022-02-10,0,0,88
2022-02-09,1,1,117
2022-02-08,1,0,96
2022-02-07,3,1,134
2022-02-06,0,0,83
2022-02-05,0,0,75
2022-02-04,0,0,57
2022-02-03,0,1,96
2022-02-02,1,0,111
2022-02-01,1,0,103
2022-01-31,0,0,88
2022-01-30,2,0,89
2022-01-29,2,0,64
2022-01-28,2,0,63
2022-01-27,0,0,61
2022-01-26,0,0,81
2022-01-25,1,0,66
2022-01-24,1,0,69
2022-01-23,1,0,67
2022-01-22,1,0,70
2022-01-21,1,1,71
2022-01-20,3,1,84
2022-01-19,0,0,84
2022-01-18,0,0,93
2022-01-17,1,0,93
2022-01-16,1,1,68
2022-01-15,2,0,70
2022-01-14,3,0,80
2022-01-13,1,0,69
2022-01-12,0,0,66
2022-01-11,2,0,91
2022-01-10,2,0,75
2022-01-09,0,0,75
2022-01-08,1,0,61
2022-01-07,1,0,67
2022-01-06,0,0,74
2022-01-05,0,0,82
2022-01-04,0,0,73
2022-01-03,0,1,82
2022-01-02,0,0,49
2022-01-01,0,2,45
2021-12-31,1,0,43
2021-12-30,1,0,57
2021-12-29,0,0,62
2021-12-28,1,0,50
2021-12-27,0,0,60
2021-12-26,1,1,55
2021-12-25,0,1,49
2021-12-24,1,0,32
2021-12-23,0,0,60
2021-12-22,1,0,70
2021-12-21,1,0,76
2021-12-20,1,0,62
2021-12-19,0,0,53
2021-12-18,0,0,51
2021-12-17,0,0,65
2021-12-16,0,0,63
2021-12-15,2,0,83
2021-12-14,0,0,75
2021-12-13,1,0,68
2021-12-12,0,0,82
2021-12-11,0,0,72
2021-12-10,0,0,67
2021-12-09,1,0,71
2021-12-08,2,0,86
2021-12-07,1,0,95
2021-12-06,0,0,90
2021-12-05,1,0,62
2021-12-04,1,1,57
2021-12-03,0,0,52
2021-12-02,1,0,88
2021-12-01,0,0,81
2021-11-30,4,0,100
2021-11-29,0,0,80
2021-11-28,0,0,67
2021-11-27,0,0,47
2021-11-26,0,0,67
2021-11-25,2,2,92
2021-11-24,2,0,101
2021-11-23,2,0,101
2021-11-22,0,0,108
2021-11-21,0,0,85
2021-11-20,0,0,62
2021-11-19,0,1,83
2021-11-18,4,0,105
2021-11-17,2,0,75
2021-11-16,1,0,74
2021-11-15,1,0,101
2021-11-14,0,0,70
2021-11-13,2,1,62
2021-11-12,1,0,61
2021-11-11,2,0,65
2021-11-10,1,0,49
2021-11-09,1,0,66
2021-11-08,1,0,94
2021-11-07,2,1,58
2021-11-06,0,0,58
2021-11-05,3,1,62
2021-11-04,0,0,75
2021-11-03,2,0,78
2021-11-02,0,0,76
2021-11-01,0,0,82
2021-10-31,0,0,52
2021-10-30,2,1,54
2021-10-29,1,0,86
2021-10-28,1,0,79
2021-10-27,0,0,77
2021-10-26,0,0,67
2021-10-25,1,1,69
2021-10-24,0,0,78
2021-10-23,0,0,59
2021-10-22,1,0,71
2021-10-21,3,1,82
2021-10-20,1,1,77
2021-10-19,1,0,87
2021-10-18,0,1,91
2021-10-17,1,0,94
2021-10-16,0,0,67
2021-10-15,3,0,72
2021-10-14,0,0,56
2021-10-13,2,0,72
2021-10-12,1,1,69
2021-10-11,2,1,76
2021-10-10,1,1,75
2021-10-09,0,0,64
2021-10-08,2,0,62
2021-10-07,0,0,84
2021-10-06,1,1,83
2021-10-05,0,0,68
2021-10-04,2,0,99
2021-10-03,1,0,93
2021-10-02,0,0,48
2021-10-01,3,0,93
2021-09-30,3,1,75
2021-09-29,5,0,90
2021-09-28,5,2,97
2021-09-27,20,0,157
2021-09-26,9,0,94
2021-09-25,57,0,163
2021-09-24,34,2,94
2021-09-23,51,0,178
2021-09-22,1,0,62
2021-09-21,0,0,63
2021-09-20,1,0,77
2021-09-19,0,0,67
2021-09-18,1,1,58
2021-09-17,0,0,52
2021-09-16,1,0,83
2021-09-15,1,0,93
2021-09-14,2,0,76
2021-09-13,0,0,86
2021-09-12,0,0,79
2021-09-11,0,0,62
2021-09-10,0,0,56
2021-09-09,3,1,70
2021-09-08,2,2,143
2021-09-07,2,0,91
2021-09-06,0,0,105
2021-09-05,1,0,107
2021-09-04,5,0,295
2021-09-03,7,9,254
2021-09-02,26,18,294
2021-09-01,34,2,359
2021-08-31,3,0,275
2021-08-30,13,2,251
2021-08-29,4,0,212
2021-08-28,10,1,329
2021-08-27,13,2,362
2021-08-26,12,2,310
2021-08-25,17,7,311
2021-08-24,18,2,385
2021-08-23,11,2,482
2021-08-22,8,2,501
2021-08-21,10,0,491
2021-08-20,5,1,538
2021-08-19,4,1,328
2021-08-18,9,3,355
2021-08-17,11,0,497
2021-08-16,8,1,415
2021-08-15,3,1,514
2021-08-14,10,2,420
2021-08-13,4,1,354
2021-08-12,6,0,437
2021-08-11,14,1,595
2021-08-10,5,0,234
2021-08-09,4,2,235
2021-08-08,5,0,327
2021-08-07,7,1,357
2021-08-06,10,1,318
2021-08-05,11,2,402
2021-08-04,11,3,422
2021-08-03,12,1,308
2021-08-02,10,0,301
2021-08-01,2,1,202
2021-07-31,3,1,117
2021-07-30,3,0,124
2021-07-29,5,2,85
2021-07-28,3,0,132
2021-07-27,1,0,151
2021-07-26,1,0,104
2021-07-25,3,1,125
2021-07-24,4,0,75
2021-07-23,3,0,76
2021-07-22,0,0,78
2021-07-21,2,0,53
2021-07-20,4,2,72
2021-07-19,3,0,80
2021-07-18,4,0,73
2021-07-17,0,0,59
2021-07-16,0,0,22
2021-07-15,0,0,30
2021-07-14,1,0,32
2021-07-13,0,0,28
2021-07-12,0,0,31
2021-07-11,0,0,9
2021-07-10,0,0,10
2021-07-09,0,0,11
2021-07-08,0,0,15
2021-07-07,0,0,21
2021-07-06,1,1,21
2021-07-05,0,0,29
2021-07-04,0,0,19
2021-07-03,0,0,12
2021-07-02,1,0,11
2021-07-01,2,0,14
2021-06-30,1,0,24
2021-06-29,1,0,44
2021-06-28,0,0,12
2021-06-27,0,0,8
2021-06-26,0,0,11
2021-06-25,0,0,24
2021-06-24,0,0,10
2021-06-23,0,0,15
2021-06-22,0,0,14
2021-06-21,0,0,9
2021-06-20,0,0,8
2021-06-19,0,0,11
2021-06-18,0,0,19
2021-06-17,0,0,10
2021-06-16,0,0,15
2021-06-15,0,0,13
2021-06-14,0,0,18
2021-06-13,0,0,15
2021-06-12,0,0,19
2021-06-11,0,0,14
2021-06-10,0,0,12
2021-06-09,1,1,23
2021-06-08,0,0,8
2021-06-07,0,0,16
2021-06-06,0,0,5
2021-06-05,0,0,6
2021-06-04,0,0,16
2021-06-03,0,0,10
2021-06-02,0,0,15
2021-06-01,0,0,3
2021-05-31,0,0,18
2021-05-30,0,0,13
2021-05-29,0,0,7
2021-05-28,0,0,7
2021-05-27,0,0,12
2021-05-26,0,0,12
2021-05-25,0,0,17
2021-05-24,0,0,20
2021-05-23,0,0,19
2021-05-22,1,0,12
2021-05-21,0,0,9
2021-05-20,0,0,20
2021-05-19,0,0,12
2021-05-18,0,0,11
2021-05-17,0,0,10
2021-05-16,1,0,11
2021-05-15,0,1,7
2021-05-14,0,0,6
2021-05-13,0,0,14
2021-05-12,0,0,13
2021-05-11,0,0,19
2021-05-10,0,0,12
2021-05-09,0,0,3
2021-05-08,0,0,8
2021-05-07,1,0,10
2021-05-06,0,0,17
2021-05-05,0,0,14
2021-05-04,0,0,10
2021-05-03,0,0,12
2021-05-02,0,0,8
2021-05-01,0,0,3
2021-04-30,0,0,5
2021-04-29,0,0,14
2021-04-28,0,0,8
2021-04-27,0,0,9
2021-04-26,0,0,5
2021-04-25,0,0,9
2021-04-24,0,0,3
2021-04-23,0,0,6
2021-04-22,0,0,14
2021-04-21,0,0,11
2021-04-20,2,0,32
2021-04-19,0,0,12
2021-04-18,0,0,10
2021-04-17,0,0,9
2021-04-16,0,0,17
2021-04-15,0,0,8
2021-04-14,0,0,6
2021-04-13,0,0,12
2021-04-12,1,0,10
2021-04-11,0,0,9
2021-04-10,0,0,8
2021-04-09,0,0,10
2021-04-08,0,0,17
2021-04-07,0,0,16
2021-04-06,0,0,13
2021-04-05,0,0,16
2021-04-04,0,0,13
2021-04-03,0,0,14
2021-04-02,0,0,11
2021-04-01,1,0,12
2021-03-31,0,0,12
2021-03-30,0,0,8
2021-03-29,0,0,11
2021-03-28,0,0,16
2021-03-27,1,0,28
2021-03-26,0,0,21
2021-03-25,0,0,18
2021-03-24,0,0,15
2021-03-23,0,0,25
2021-03-22,0,0,17
2021-03-21,0,0,12
2021-03-20,0,0,26
2021-03-19,0,0,16
2021-03-18,0,0,24
2021-03-17,0,0,33
2021-03-16,1,0,25
2021-03-15,0,0,26
2021-03-14,0,0,30
2021-03-13,1,0,7
2021-03-12,0,0,16
2021-03-11,1,0,13
2021-03-10,0,0,19
2021-03-09,0,0,20
2021-03-08,0,0,19
2021-03-07,0,0,17
2021-03-06,0,0,15
2021-03-05,0,0,27
2021-03-04,0,0,53
2021-03-03,0,0,10
2021-03-02,0,0,22
2021-03-01,0,0,33
2021-02-28,0,0,23
2021-02-27,0,0,30
2021-02-26,0,0,16
2021-02-25,1,0,24
2021-02-24,0,0,36
2021-02-23,1,0,35
2021-02-22,0,0,33
2021-02-21,0,0,16
2021-02-20,0,0,18
2021-02-19,0,0,16
2021-02-18,0,0,15
2021-02-17,0,0,16
2021-02-16,0,0,26
2021-02-15,0,0,37
2021-02-14,0,0,11
2021-02-13,0,0,8
2021-02-12,0,0,24
2021-02-11,1,0,21
2021-02-10,0,0,24
2021-02-09,0,0,12
2021-02-08,0,0,19
2021-02-07,0,0,13
2021-02-06,0,0,25
2021-02-05,0,0,12
2021-02-04,0,0,20
2021-02-03,1,0,21
2021-02-02,0,0,20
2021-02-01,0,0,31
2021-01-31,0,0,20
2021-01-30,0,0,19
2021-01-29,0,0,19
2021-01-28,0,0,23
2021-01-27,0,0,26
2021-01-26,0,0,25
2021-01-25,0,0,13
2021-01-24,1,0,9
2021-01-23,0,0,16
2021-01-22,0,0,8
2021-01-21,1,0,23
2021-01-20,1,0,19
2021-01-19,0,0,24
2021-01-18,0,0,17
2021-01-17,0,0,25
2021-01-16,0,0,17
2021-01-15,0,0,17
2021-01-14,0,0,29
2021-01-13,0,0,9
2021-01-12,0,0,12
2021-01-11,0,0,20
2021-01-10,0,0,13
2021-01-09,0,0,8
2021-01-08,0,0,10
2021-01-07,0,0,7
2021-01-06,0,0,15
2021-01-05,0,0,5
2021-01-04,0,0,11
2021-01-03,0,0,8
2021-01-02,0,0,10
2021-01-01,0,0,3
2020-12-31,0,0,7
2020-12-30,0,0,12
2020-12-29,0,0,10
2020-12-28,0,0,14
2020-12-27,0,0,41
2020-12-26,0,0,7
2020-12-25,0,0,6
2020-12-24,0,0,6
2020-12-23,1,0,29
2020-12-22,1,0,17
2020-12-21,1,0,21
2020-12-20,0,0,12
2020-12-19,0,0,10
2020-12-18,0,0,7
2020-12-17,1,0,18
2020-12-16,0,0,17
2020-12-15,2,0,37
2020-12-14,0,0,17
2020-12-13,2,0,25
2020-12-12,0,0,44
2020-12-11,5,3,58
2020-12-10,0,0,1
2020-12-09,0,0,18
2020-12-08,0,0,20
2020-12-07,0,0,12
2020-12-06,0,0,9
2020-12-05,0,0,9
2020-12-04,0,0,7
2020-12-03,0,0,1
2020-12-02,0,0,15
2020-12-01,0,0,6
2020-11-30,0,0,6
2020-11-29,1,0,15
2020-11-28,0,0,9
2020-11-27,0,0,8
2020-11-26,0,0,11
2020-11-25,0,0,4
2020-11-24,0,0,12
2020-11-23,0,0,5
2020-11-22,0,0,4
2020-11-21,0,0,7
2020-11-20,0,0,8
2020-11-19,0,0,8
2020-11-18,0,0,8
2020-11-17,0,0,7
2020-11-16,0,0,4
2020-11-15,0,0,8
2020-11-14,0,0,8
2020-11-13,0,0,2
2020-11-12,0,0,15
2020-11-11,0,0,8
2020-11-10,0,0,3
2020-11-09,0,0,10
2020-11-08,0,0,7
2020-11-07,0,0,14
2020-11-06,0,0,11
2020-11-05,0,0,21
2020-11-04,0,0,7
2020-11-03,0,0,12
2020-11-02,0,0,11
2020-11-01,1,0,10
2020-10-31,0,0,5
2020-10-30,0,0,10
2020-10-29,0,0,22
2020-10-28,0,0,10
2020-10-27,0,0,12
2020-10-26,0,0,18
2020-10-25,0,0,17
2020-10-24,0,0,4
2020-10-23,0,0,11
2020-10-22,0,0,13
2020-10-21,0,0,6
2020-10-20,0,0,11
2020-10-19,0,0,11
2020-10-18,0,0,8
2020-10-17,0,0,3
2020-10-16,0,0,6
2020-10-15,0,0,10
2020-10-14,0,0,8
2020-10-13,0,0,8
2020-10-12,0,0,4
2020-10-11,0,0,12
2020-10-10,0,0,9
2020-10-09,0,0,10
2020-10-08,0,0,10
2020-10-07,0,0,19
2020-10-06,0,0,8
2020-10-05,0,0,13
2020-10-04,0,0,12
2020-10-03,0,0,9
2020-10-02,0,0,5
2020-10-01,0,0,7
2020-09-30,0,0,8
2020-09-29,0,0,5
2020-09-28,0,0,4
2020-09-27,0,0,9
2020-09-26,0,0,6
2020-09-25,0,0,4
2020-09-24,0,0,7
2020-09-23,0,0,9
2020-09-22,0,0,8
2020-09-21,0,0,10
2020-09-20,0,0,6
2020-09-19,0,0,5
2020-09-18,0,0,2
2020-09-17,0,0,6
2020-09-16,0,0,2
2020-09-15,0,0,5
2020-09-14,0,0,2
2020-09-13,0,0,3
2020-09-12,0,0,6
2020-09-11,0,0,3
2020-09-10,0,0,2
2020-09-09,0,0,5
2020-09-08,0,0,2
2020-09-07,0,0,3
2020-09-06,0,0,0
2020-09-05,0,0,1
2020-09-04,0,0,5
2020-09-03,0,0,1
2020-09-02,0,0,1
2020-09-01,0,0,5
2020-08-31,0,0,2
2020-08-30,0,0,4
2020-08-29,0,0,1
2020-08-28,0,0,1
2020-08-27,0,0,0
2020-08-26,0,0,5
2020-08-25,0,0,0
2020-08-24,0,0,2
2020-08-23,0,0,2
2020-08-22,0,0,1
2020-08-21,0,0,1
2020-08-20,0,0,2
2020-08-19,0,0,0
2020-08-18,0,0,3
2020-08-17,0,0,0
2020-08-16,0,0,1
2020-08-15,0,0,1
2020-08-14,0,0,1
2020-08-13,0,0,0
2020-08-12,0,0,1
2020-08-11,0,0,0
2020-08-10,0,0,3
2020-08-09,0,0,4
2020-08-08,0,0,2
2020-08-07,0,0,1
2020-08-06,0,0,3
2020-08-05,0,0,2
2020-08-04,0,0,1
2020-08-03,0,0,1
2020-08-02,0,0,0
2020-08-01,0,0,0
2020-07-31,0,0,0
2020-07-30,0,0,2
2020-07-29,0,0,1
2020-07-28,0,0,0
2020-07-27,0,0,0
2020-07-26,0,0,0
2020-07-25,0,0,1
2020-07-24,0,0,0
2020-07-23,0,0,0
2020-07-22,0,0,0
2020-07-21,0,0,2
2020-07-20,0,0,0
2020-07-19,0,0,1
2020-07-18,0,0,1
2020-07-17,0,0,1
2020-07-16,0,0,1
2020-07-15,0,0,0
2020-07-14,0,0,0
2020-07-13,0,0,0
2020-07-12,0,0,2
2020-07-11,0,0,0
2020-07-10,0,0,0
2020-07-09,0,0,3
2020-07-08,0,0,2
2020-07-07,0,0,2
2020-07-06,0,0,3
2020-07-05,0,0,0
2020-07-04,0,0,0
2020-07-03,0,0,1
2020-07-02,0,0,1
2020-07-01,0,0,0
2020-06-30,0,0,0
2020-06-29,0,0,2
2020-06-28,0,0,1
2020-06-27,0,0,1
2020-06-26,0,0,0
2020-06-25,1,0,8
2020-06-24,0,0,5
2020-06-23,0,0,3
2020-06-22,0,0,2
2020-06-21,0,0,1
2020-06-20,0,0,0
2020-06-19,0,0,2
2020-06-18,0,0,0
2020-06-17,0,0,0
2020-06-16,0,0,2
2020-06-15,0,0,1
2020-06-14,0,0,0
2020-06-13,0,0,0
2020-06-12,0,0,1
2020-06-11,0,0,0
2020-06-10,0,0,3
2020-06-09,0,0,1
2020-06-08,0,0,1
2020-06-07,0,0,1
2020-06-06,0,0,1
2020-06-05,0,0,0
2020-06-04,0,0,1
2020-06-03,0,0,1
2020-06-02,0,0,0
2020-06-01,0,0,1
2020-05-31,0,0,1
2020-05-30,0,0,0
2020-05-29,0,0,0
2020-05-28,0,0,2
2020-05-27,0,0,2
2020-05-26,0,0,0
2020-05-25,0,0,0
2020-05-24,0,0,0
2020-05-23,0,0,1
2020-05-22,0,0,1
2020-05-21,0,0,0
2020-05-20,0,0,0
2020-05-19,0,0,0
2020-05-18,0,0,0
2020-05-17,0,0,0
2020-05-16,0,0,0
2020-05-15,0,0,2
2020-05-14,0,0,1
2020-05-13,0,0,1
2020-05-12,0,0,0
2020-05-11,0,0,1
2020-05-10,0,0,2
2020-05-09,0,0,0
2020-05-08,0,0,0
2020-05-07,0,0,0
2020-05-06,0,0,0
2020-05-05,0,0,0
2020-05-04,1,0,4
2020-05-03,0,0,3
2020-05-02,0,0,1
2020-05-01,0,0,0
2020-04-30,0,0,0
2020-04-29,0,0,2
2020-04-28,0,0,11
2020-04-27,0,0,0
2020-04-26,0,0,0
2020-04-25,0,0,0
2020-04-24,0,0,0
2020-04-23,0,0,1
2020-04-22,0,0,0
2020-04-21,0,0,0
2020-04-20,0,0,0
2020-04-19,0,0,3
2020-04-18,0,0,0
2020-04-17,0,0,1
2020-04-16,0,0,1
2020-04-15,0,0,1
2020-04-14,0,0,0
2020-04-13,0,0,0
2020-04-12,0,0,1
2020-04-11,0,0,0
2020-04-10,0,0,0
2020-04-09,0,0,0
2020-04-08,0,0,1
2020-04-07,0,0,1
2020-04-06,0,0,1
2020-04-05,0,0,0
2020-04-04,0,0,0
2020-04-03,0,0,1
2020-04-02,0,0,0
2020-04-01,0,0,0
2020-03-31,0,0,0
2020-03-30,0,0,0
2020-03-29,0,0,0
2020-03-28,0,0,0
2020-03-27,0,0,0
2020-03-26,0,0,1
2020-03-25,0,0,0
2020-03-24,0,0,0
2020-03-23,0,0,0
2020-03-22,0,0,0
2020-03-21,0,0,0
2020-03-20,0,0,0
2020-03-19,0,0,0
2020-03-18,0,0,0
2020-03-17,0,0,0
2020-03-16,0,0,2
2020-03-15,0,0,1
2020-03-14,0,0,0
2020-03-13,0,0,0
2020-03-12,0,0,3
2020-03-11,0,0,0
2020-03-10,0,0,1
2020-03-09,0,0,0
2020-03-08,0,0,0
2020-03-07,0,0,0
2020-03-06,0,0,0
2020-03-05,0,0,3
2020-03-04,0,0,0
2020-03-03,0,0,0
2020-03-02,0,0,1
2020-03-01,0,0,0
2020-02-29,0,0,2
2020-02-28,0,0,0
2020-02-27,0,0,1
2020-02-26,0,0,2
2020-02-25,1,0,1
2020-02-24,0,0,0
2020-02-23,0,0,1
2020-02-22,0,0,0
2020-02-21,0,0,1
2020-02-20,0,0,1
2020-02-19,0,0,0
2020-02-18,0,0,1
2020-02-17,0,0,0
2020-02-16,0,0,1
2020-02-15,0,0,2
2020-02-14,0,0,0
2020-02-13,0,0,0
2020-02-12,0,0,2
2020-02-11,0,0,3
2020-02-10,0,0,0
2020-02-09,0,0,2
2020-02-08,0,0,0
2020-02-07,0,0,2
2020-02-06,0,0,1
2020-02-05,0,0,0
2020-02-04,0,0,6
2020-02-03,0,0,0
2020-02-02,0,0,3
2020-02-01,0,0,1
2020-01-31,0,0,0
2020-01-30,0,0,0
2020-01-29,0,0,0
2020-01-28,0,0,1
2020-01-27,0,0,2
2020-01-26,0,0,0
2020-01-25,0,0,0
2020-01-24,0,0,0
2020-01-23,0,0,0
2020-01-22,0,0,0
2020-01-21,0,0,1
2020-01-20,0,0,2
2020-01-19,0,0,2
2020-01-18,0,0,0
2020-01-17,0,0,0
2020-01-16,0,0,0
2020-01-15,0,0,0
2020-01-14,0,0,1
2020-01-13,0,0,0
2020-01-12,0,0,3
2020-01-11,1,1,6
2020-01-10,0,0,2
2020-01-09,0,0,0
2020-01-08,0,0,0
2020-01-07,0,0,0
2020-01-06,0,0,0
2020-01-05,0,0,0
2020-01-04,0,0,0
2020-01-03,0,0,0
2020-01-02,0,0,0
2020-01-01,0,0,0
2019-12-31,0,0,0
2019-12-30,0,0,0
2019-12-29,0,0,1
2019-12-28,0,0,0
2019-12-27,0,0,0
2019-12-26,0,0,0
2019-12-25,0,0,0
2019-12-24,0,0,0
2019-12-23,0,0,0
2019-12-22,0,0,0
2019-12-21,0,0,0
2019-12-20,0,0,0
2019-12-19,0,0,0
2019-12-18,0,0,2
2019-12-17,0,0,0
2019-12-16,0,0,0
2019-12-15,0,0,2
2019-12-14,0,0,0
2019-12-13,0,0,0
2019-12-12,0,0,0
2019-12-11,0,0,0
2019-12-10,0,0,2
2019-12-09,0,0,0
2019-12-08,0,0,0
2019-12-07,0,0,1
2019-12-06,0,0,0
2019-12-05,0,0,0
2019-12-04,0,0,3
2019-12-03,0,0,0
2019-12-02,1,0,3
2019-12-01,0,0,2
2019-11-30,0,0,0
2019-11-29,0,0,4
2019-11-28,0,0,0
2019-11-27,0,0,2
2019-11-26,0,0,1
2019-11-25,0,0,1
2019-11-24,0,0,2
2019-11-23,0,0,0
2019-11-22,0,0,1
2019-11-21,0,0,0
2019-11-20,0,0,1
2019-11-19,0,0,0
2019-11-18,0,0,0
2019-11-17,0,0,0
2019-11-16,0,0,1
2019-11-15,0,0,2
2019-11-14,0,0,0
2019-11-13,0,0,0
2019-11-12,0,0,0
2019-11-11,0,0,3
2019-11-10,0,0,0
2019-11-09,0,0,0
2019-11-08,0,0,0
2019-11-07,0,0,0
2019-11-06,0,0,0
2019-11-05,0,0,1
2019-11-04,0,0,2
2019-11-03,0,0,2
2019-11-02,0,0,0
2019-11-01,0,0,1
2019-10-31,0,0,2
2019-10-30,0,0,0
2019-10-29,0,0,0
2019-10-28,0,0,0
2019-10-27,0,0,7
2019-10-26,0,0,0
2019-10-25,0,0,3
2019-10-24,0,0,0
2019-10-23,0,0,0
2019-10-22,0,0,0
2019-10-21,0,0,1
2019-10-20,0,0,1
2019-10-19,0,0,10
2019-10-18,0,0,1
2019-10-17,0,0,1
2019-10-16,0,0,2
2019-10-15,0,0,4
2019-10-14,0,0,0
2019-10-13,0,0,0
2019-10-12,0,0,0
2019-10-11,0,0,1
2019-10-10,0,0,0
2019-10-09,0,0,2
2019-10-08,0,0,0
2019-10-07,0,0,0
2019-10-06,0,0,2
2019-10-05,0,0,1
2019-10-04,0,0,0
2019-10-03,1,0,1
2019-10-02,2,0,8
2019-10-01,0,0,8
2019-09-30,0,0,5
2019-09-29,2,0,14
2019-09-28,3,0,21
2019-09-27,1,0,3
2019-09-26,0,0,0
2019-09-25,0,0,0
2019-09-24,0,0,0
2019-09-23,0,0,0
2019-09-22,0,0,0
2019-09-21,0,0,0
2019-09-20,0,0,0
2019-09-19,0,0,0
2019-09-18,0,0,0
2019-09-17,0,0,0
2019-09-16,0,0,0
2019-09-15,0,0,0
2019-09-14,0,0,0
2019-09-13,0,0,0
2019-09-12,0,0,0
2019-09-11,0,0,0
2019-09-10,0,0,0
2019-09-09,0,0,0
2019-09-08,0,0,0
2019-09-07,0,0,0
2019-09-06,0,0,0
2019-09-05,0,0,0
2019-09-04,0,0,0
2019-09-03,0,0,0
2019-09-02,0,0,0
2019-09-01,0,0,0
2019-08-31,0,0,0
2019-08-30,0,0,0
2019-08-29,0,0,0
2019-08-28,0,0,0
2019-08-27,0,0,0
2019-08-26,0,0,0
2019-08-25,0,0,0
2019-08-24,0,0,0
2019-08-23,0,0,0
2019-08-22,0,0,0
